sample_id,kingdom,phylum,phylum_read_raw,phylum_read_index,phylum_pa,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,species,species_read_raw,species_read_index,species_pa,terrestrial,holoplankton
GH003,Animalia,Bryozoa,0,0,0,Gymnolaemata,0,0,0,Cheilostomatida,0,0,0,Calloporidae,0,0,0,Cauloramphus,0,0,0,Cauloramphus tortilis,0,0,0,0,0
GH003,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Suberitida,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1612,NA,NA,0,0
GH003,Animalia,Arthropoda,58585,0.9683631134398916,1,Malacostraca,0,0,0,Amphipoda,0,0,0,Caprellidae,0,0,0,Caprella,0,0,0,NA,1612,NA,NA,0,0
GH003,Animalia,Arthropoda,58585,0.9683631134398916,1,Malacostraca,0,0,0,Amphipoda,0,0,0,Caprellidae,0,0,0,Caprella,0,0,0,Caprella laeviuscula,0,0,0,0,0
GH003,Animalia,Annelida,1238,0.029744841344463112,1,Polychaeta,1238,0.029744841344463112,1,Phyllodocida,0,0,0,Syllidae,0,0,0,Odontosyllis,0,0,0,Odontosyllis phosphorea,0,0,0,0,0
GH003,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Haplosclerida,0,0,0,Chalinidae,0,0,0,Haliclona,0,0,0,NA,1612,NA,NA,0,0
GH003,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Dendrochirotida,0,0,0,Cucumariidae,0,0,0,Cucumaria,0,0,0,NA,1612,NA,NA,0,0
GH003,Animalia,Arthropoda,58585,0.9683631134398916,1,Malacostraca,0,0,0,Decapoda,0,0,0,Cancridae,0,0,0,Cancer,0,0,0,Cancer productus,0,0,0,0,0
GH003,Animalia,Cnidaria,8,1.429580005237217e-4,1,Hydrozoa,8,1.5363708448513293e-4,1,Anthoathecata,0,0,0,Pandeidae,0,0,0,Leuckartiara,0,0,0,NA,1612,NA,NA,0,0
GH003,Animalia,Ctenophora,0,0,0,Tentaculata,0,0,0,Cydippida,0,0,0,Pleurobrachiidae,0,0,0,Pleurobrachia,0,0,0,Pleurobrachia bachei,0,0,0,0,1
GH003,Animalia,Arthropoda,58585,0.9683631134398916,1,Insecta,0,0,0,Coleoptera,0,0,0,Staphylinidae,0,0,0,Liparocephalus,0,0,0,Liparocephalus cordicollis,0,0,0,0,0
GH003,Animalia,Annelida,1238,0.029744841344463112,1,Polychaeta,1238,0.029744841344463112,1,Phyllodocida,0,0,0,Polynoidae,0,0,0,Harmothoe,0,0,0,NA,1612,NA,NA,0,0
GH003,Animalia,Cnidaria,8,1.429580005237217e-4,1,Hydrozoa,8,1.5363708448513293e-4,1,Anthoathecata,0,0,0,Corynidae,0,0,0,Stauridiosarsia,0,0,0,Stauridiosarsia producta,0,0,0,0,0
GH003,Animalia,Annelida,1238,0.029744841344463112,1,Polychaeta,1238,0.029744841344463112,1,Phyllodocida,0,0,0,Glyceridae,0,0,0,Glycera,0,0,0,Glycera robusta,0,0,0,0,0
GH003,Animalia,Arthropoda,58585,0.9683631134398916,1,Malacostraca,0,0,0,Decapoda,0,0,0,Epialtidae,0,0,0,Pugettia,0,0,0,Pugettia richii,0,0,0,0,0
GH003,Animalia,Mollusca,668,0.016329804494376158,1,Gastropoda,0,0,0,Trochida,0,0,0,Trochidae,0,0,0,Lirularia,0,0,0,Lirularia succincta,0,0,0,0,0
GH003,Animalia,Bryozoa,0,0,0,Gymnolaemata,0,0,0,Cheilostomatida,0,0,0,Hippothoidae,0,0,0,Celleporella,0,0,0,NA,1612,NA,NA,0,0
GH003,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Dendrochirotida,0,0,0,Phyllophoridae,0,0,0,Pentamera,0,0,0,Pentamera lissoplaca,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Acartiidae,23382,0.5057019576786937,1,Acartia,23382,0.5057019576786937,1,Acartia longiremis,23382,0.5055895517547084,1,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Clausocalanidae,21917,0.49046404605890853,1,Pseudocalanus,21917,0.49046404605890853,1,Pseudocalanus mimus,21514,0.46519774255627394,1,0,1
GH004,Animalia,Cnidaria,0,0,0,Scyphozoa,0,0,0,Semaeostomeae,0,0,0,Phacellophoridae,0,0,0,Phacellophora,0,0,0,Phacellophora camtschatica,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Leptothecata,0,0,0,Campanulariidae,0,0,0,Clytia,0,0,0,Clytia gracilis,0,0,0,0,0
GH004,Animalia,Echinodermata,0,0,0,Echinoidea,0,0,0,Camarodonta,0,0,0,Strongylocentrotidae,0,0,0,Mesocentrotus,0,0,0,Mesocentrotus franciscanus,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Nereididae,0,0,0,Platynereis,0,0,0,Platynereis bicanaliculata,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Centropagidae,101,0.0070240380233137865,1,Centropages,101,0.0070240380233137865,1,Centropages abdominalis,101,0.00687488738847895,1,0,1
GH004,Animalia,Platyhelminthes,0,0,0,NA,0,NA,NA,Dolichomicrostomida,0,0,0,Microstomidae,0,0,0,Microstomum,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Clausocalanidae,21917,0.49046404605890853,1,Pseudocalanus,21917,0.49046404605890853,1,NA,80,NA,NA,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Cyclopoida,0,0,0,Corycaeidae,0,0,0,Ditrichocorycaeus,0,0,0,Ditrichocorycaeus anglicus,0,0,0,0,1
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Adapedonta,0,0,0,Hiatellidae,0,0,0,Panopea,0,0,0,Panopea generosa,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Balanidae,16,6.091187985887431e-4,1,Balanus,16,6.091187985887431e-4,1,Balanus crenatus,16,4.075012261139253e-4,1,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Siphonophorae,0,0,0,Diphyidae,0,0,0,Muggiaea,0,0,0,Muggiaea atlantica,0,0,0,0,1
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Mytilida,0,0,0,Mytilidae,0,0,0,Mytilus,0,0,0,Mytilus trossulus,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Nereididae,0,0,0,Alitta,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Cyclopoida,0,0,0,Oithonidae,0,0,0,Oithona,0,0,0,NA,80,NA,NA,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Branchiopoda,0,0,0,Diplostraca,0,0,0,Podonidae,0,0,0,Evadne,0,0,0,Evadne nordmanni,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Terebellida,0,0,0,Cirratulidae,0,0,0,Dodecaceria,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Sabellida,0,0,0,Sabellidae,0,0,0,Chone,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Trochida,0,0,0,Tegulidae,0,0,0,Tegula,0,0,0,Tegula pulligo,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Venerida,0,0,0,Veneridae,0,0,0,Humilaria,0,0,0,Humilaria kennerleyi,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Terebellida,0,0,0,Terebellidae,0,0,0,Eupolymnia,0,0,0,Eupolymnia heterobranchia,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Cephalaspidea,0,0,0,Haminoeidae,0,0,0,Haminoea,0,0,0,Haminoea vesicula,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Chthamalidae,0,0,0,Chthamalus,0,0,0,Chthamalus dalli,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Glyceridae,0,0,0,Hemipodia,0,0,0,Hemipodia simplex,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Chthamalidae,0,0,0,Chthamalus,0,0,0,Chthamalus fragilis,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Syllidae,0,0,0,Typosyllis,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Leptothecata,0,0,0,Aequoreidae,0,0,0,Aequorea,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Spionida,0,0,0,Spionidae,0,0,0,Scolelepis,0,0,0,Scolelepis squamata,0,0,0,0,0
GH004,Animalia,Echinodermata,0,0,0,Asteroidea,0,0,0,Valvatida,0,0,0,Asterinidae,0,0,0,Patiria,0,0,0,Patiria miniata,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Leptothecata,0,0,0,Campanulariidae,0,0,0,Clytia,0,0,0,Clytia gregaria,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Hesionidae,0,0,0,Micropodarke,0,0,0,Micropodarke dubia,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Branchiopoda,0,0,0,Diplostraca,0,0,0,Podonidae,0,0,0,Podon,0,0,0,Podon leuckartii,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Paracalanidae,12,0.0011326819143718852,1,Paracalanus,12,0.0011326819143718852,1,NA,80,NA,NA,0,1
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Cephalaspidea,0,0,0,Haminoeidae,0,0,0,Haminoea,0,0,0,Haminoea virescens,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Polynoidae,0,0,0,Halosydna,0,0,0,Halosydna brevisetosa,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Temoridae,0,0,0,Eurytemora,0,0,0,Eurytemora americana,0,0,0,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Tortanidae,0,0,0,Tortanus,0,0,0,Tortanus discaudatus,0,0,0,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Clausocalanidae,21917,0.49046404605890853,1,Pseudocalanus,21917,0.49046404605890853,1,Pseudocalanus acuspes,165,0.11923941012389992,1,0,1
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Siphonophorae,0,0,0,Agalmatidae,0,0,0,Agalma,0,0,0,Agalma elegans,0,0,0,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Clausocalanidae,21917,0.49046404605890853,1,Pseudocalanus,21917,0.49046404605890853,1,Pseudocalanus newmani,0,0,0,0,1
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Lepetellida,0,0,0,Haliotidae,0,0,0,Haliotis,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Trochida,0,0,0,Calliostomatidae,0,0,0,Calliostoma,0,0,0,Calliostoma ligatum,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Archaeobalanidae,0,0,0,Semibalanus,0,0,0,Semibalanus cariosus,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Calanidae,0,0,0,Calanus,0,0,0,Calanus pacificus,0,0,0,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Pontellidae,449,0.010178727408224442,1,Epilabidocera,449,0.010178727408224442,1,Epilabidocera amphitrites,449,0.009980310951184738,1,0,1
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Balanidae,16,6.091187985887431e-4,1,Balanus,16,6.091187985887431e-4,1,Balanus glandula,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Anthoathecata,0,0,0,Corynidae,0,0,0,Sarsia,0,0,0,Sarsia tubulosa,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Malacostraca,368,0.041825126881974324,1,Euphausiacea,368,0.041825126881974324,1,Euphausiidae,368,0.041825126881974324,1,Thysanoessa,313,0.29795523987828204,1,Thysanoessa spinifera,313,0.29782881663590455,1,0,1
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Phyllodocidae,0,0,0,Phyllodoce,0,0,0,Phyllodoce medipapillata,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Trochida,0,0,0,Turbinidae,0,0,0,Pomaulax,0,0,0,Pomaulax gibberosus,0,0,0,0,0
GH004,Animalia,Sipuncula,0,0,0,Phascolosomatidea,0,0,0,Phascolosomatiformes,0,0,0,Phascolosomatidae,0,0,0,Phascolosoma,0,0,0,Phascolosoma agassizii,0,0,0,0,0
GH004,Animalia,Echinodermata,0,0,0,Asteroidea,0,0,0,Valvatida,0,0,0,Asteropseidae,0,0,0,Dermasterias,0,0,0,Dermasterias imbricata,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Venerida,0,0,0,Veneridae,0,0,0,Saxidomus,0,0,0,Saxidomus nuttalli,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Balanidae,16,6.091187985887431e-4,1,Balanus,16,6.091187985887431e-4,1,NA,80,NA,NA,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Polynoidae,0,0,0,Hololepida,0,0,0,Hololepida magna,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Echiuroidea,0,0,0,Thalassematidae,0,0,0,Arhynchite,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Polynoidae,0,0,0,Malmgreniella,0,0,0,Malmgreniella nigralba,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Chrysopetalidae,14,0.0010633295824296284,1,Paleanotus,14,0.0010633295824296284,1,Paleanotus bellis,14,0.0010595281856120397,1,0,0
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Myida,0,0,0,Myidae,0,0,0,Mya,0,0,0,Mya arenaria,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Leptothecata,0,0,0,Eirenidae,0,0,0,Eutonina,0,0,0,Eutonina indicans,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Nereididae,0,0,0,Platynereis,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Malacostraca,368,0.041825126881974324,1,Euphausiacea,368,0.041825126881974324,1,Euphausiidae,368,0.041825126881974324,1,Euphausia,55,0.0062510379850776844,1,Euphausia pacifica,55,0.005315292376383598,1,0,1
GH004,Animalia,Nemertea,0,0,0,Hoplonemertea,0,0,0,Monostilifera,0,0,0,Emplectonematidae,0,0,0,Paranemertes,0,0,0,Paranemertes californica,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Balanidae,16,6.091187985887431e-4,1,Balanus,16,6.091187985887431e-4,1,Balanus nubilus,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Galeommatida,0,0,0,Lasaeidae,0,0,0,Kellia,0,0,0,Kellia suborbicularis,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Venerida,0,0,0,Veneridae,0,0,0,Saxidomus,0,0,0,Saxidomus gigantea,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Terebellida,0,0,0,Pectinariidae,0,0,0,Pectinaria,0,0,0,Pectinaria californiensis,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Littorinimorpha,0,0,0,Littorinidae,0,0,0,Lacuna,0,0,0,Lacuna variegata,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Eunicida,0,0,0,Dorvilleidae,0,0,0,Schistomeringos,0,0,0,Schistomeringos longicornis,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Anthoathecata,0,0,0,Pandeidae,0,0,0,Leuckartiara,0,0,0,Leuckartiara longicalcar,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Sessilia,16,4.766468420657826e-4,1,Archaeobalanidae,0,0,0,Semibalanus,0,0,0,Semibalanus balanoides,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Leptothecata,0,0,0,Campanulariidae,0,0,0,Obelia,0,0,0,Obelia dichotoma,0,0,0,0,0
GH004,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Suberitida,0,0,0,Halichondriidae,0,0,0,Halichondria,0,0,0,Halichondria panicea,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Staurozoa,0,0,0,Stauromedusae,0,0,0,Haliclystidae,0,0,0,Haliclystus,0,0,0,Haliclystus sanjuanensis,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Clausocalanidae,21917,0.49046404605890853,1,Pseudocalanus,21917,0.49046404605890853,1,Pseudocalanus moultoni,238,0.9828218046575994,1,0,1
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Goniadidae,0,0,0,Glycinde,0,0,0,Glycinde picta,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Siphonophorae,0,0,0,Agalmatidae,0,0,0,Nanomia,0,0,0,Nanomia bijuga,0,0,0,0,1
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Anthoathecata,0,0,0,Proboscidactylidae,0,0,0,Proboscidactyla,0,0,0,Proboscidactyla flavicirrata,0,0,0,0,0
GH004,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Haplosclerida,0,0,0,Chalinidae,0,0,0,Haliclona,0,0,0,Haliclona xena,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Anthozoa,0,0,0,Actiniaria,0,0,0,Metridiidae,0,0,0,Metridium,0,0,0,Metridium dianthus,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Calanidae,0,0,0,Calanus,0,0,0,NA,80,NA,NA,0,1
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Sabellida,0,0,0,Sabellidae,0,0,0,Myxicola,0,0,0,Myxicola aesthetica,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Maxillopoda,16,4.766468420657826e-4,1,Pedunculata,0,0,0,Pollicipedidae,0,0,0,Pollicipes,0,0,0,Pollicipes polymerus,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Scyphozoa,0,0,0,Semaeostomeae,0,0,0,Ulmaridae,0,0,0,Aurelia,0,0,0,Aurelia labiata,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Malacostraca,368,0.041825126881974324,1,Decapoda,0,0,0,Pinnotheridae,0,0,0,Fabia,0,0,0,Fabia subquadrata,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Nereididae,0,0,0,Nereis,0,0,0,Nereis vexillosa,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Nudibranchia,0,0,0,Myrrhinidae,0,0,0,Hermissenda,0,0,0,Hermissenda crassicornis,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Sigalionidae,0,0,0,Sthenelais,0,0,0,Sthenelais berkeleyi,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Cephalopoda,0,0,0,Octopoda,0,0,0,Enteroctopodidae,0,0,0,Enteroctopus,0,0,0,Enteroctopus dofleini,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Cardiida,0,0,0,Tellinidae,0,0,0,Pseudocadella,0,0,0,Pseudocadella nuculoides,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Nudibranchia,0,0,0,Tethydidae,0,0,0,Melibe,0,0,0,Melibe leonina,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Eunicida,0,0,0,Onuphidae,0,0,0,Diopatra,0,0,0,Diopatra ornata,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Phyllodocida,14,4.39271539836266e-4,1,Syllidae,0,0,0,Syllis,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Clionaida,0,0,0,Clionaidae,0,0,0,Cliona,0,0,0,Cliona chilensis,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Calanoida,45861,0.9899410710816586,1,Paracalanidae,12,0.0011326819143718852,1,Paracalanus,12,0.0011326819143718852,1,Paracalanus parvus,0,0,0,0,1
GH004,Animalia,Cnidaria,0,0,0,Hydrozoa,0,0,0,Leptothecata,0,0,0,Aglaopheniidae,0,0,0,Aglaophenia,0,0,0,Aglaophenia struthionides,0,0,0,0,0
GH004,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Synallactida,0,0,0,Stichopodidae,0,0,0,Apostichopus,0,0,0,Apostichopus californicus,0,0,0,0,0
GH004,Animalia,Cnidaria,0,0,0,Scyphozoa,0,0,0,Semaeostomeae,0,0,0,Ulmaridae,0,0,0,Aurelia,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Hexanauplia,45861,0.9899410710816586,1,Harpacticoida,0,0,0,Harpacticidae,0,0,0,Harpacticus,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Malacostraca,368,0.041825126881974324,1,Decapoda,0,0,0,Varunidae,0,0,0,Hemigrapsus,0,0,0,Hemigrapsus nudus,0,0,0,0,0
GH004,Animalia,Nemertea,0,0,0,Pilidiophora,0,0,0,Heteronemertea,0,0,0,Lineidae,0,0,0,Maculaura,0,0,0,Maculaura alaskensis,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Neogastropoda,0,0,0,Columbellidae,0,0,0,Alia,0,0,0,Alia carinata,0,0,0,0,0
GH004,Animalia,Annelida,14,4.39271539836266e-4,1,Polychaeta,14,4.39271539836266e-4,1,Sabellida,0,0,0,Sabellidae,0,0,0,Myxicola,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Malacostraca,368,0.041825126881974324,1,Decapoda,0,0,0,Paguridae,0,0,0,Pagurus,0,0,0,Pagurus hirsutiusculus,0,0,0,0,0
GH004,Animalia,Ctenophora,68,0.7386522515410636,1,Tentaculata,68,0.7386522515410636,1,Cydippida,68,0.7386522515410636,1,Pleurobrachiidae,68,0.7386522515410636,1,Pleurobrachia,68,0.7386522515410636,1,NA,80,NA,NA,0,1
GH004,Animalia,Cnidaria,0,0,0,Anthozoa,0,0,0,Actiniaria,0,0,0,Actiniidae,0,0,0,Anthopleura,0,0,0,Anthopleura elegantissima,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Bivalvia,0,0,0,Cardiida,0,0,0,Cardiidae,0,0,0,Clinocardium,0,0,0,Clinocardium nuttallii,0,0,0,0,0
GH004,Animalia,Mollusca,0,0,0,Gastropoda,0,0,0,Littorinimorpha,0,0,0,Littorinidae,0,0,0,Littorina,0,0,0,Littorina sitkana,0,0,0,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Insecta,0,0,0,Psocodea,0,0,0,Caeciliusidae,0,0,0,Valenzuela,0,0,0,NA,80,NA,NA,0,0
GH004,Animalia,Arthropoda,46245,0.998229973881322,1,Malacostraca,368,0.041825126881974324,1,Decapoda,0,0,0,Varunidae,0,0,0,Hemigrapsus,0,0,0,Hemigrapsus oregonensis,0,0,0,0,0
