sample_id,kingdom,phylum,phylum_read_raw,phylum_read_index,phylum_pa,class,class_read_raw,class_read_index,class_pa,order,order_read_raw,order_read_index,order_pa,family,family_read_raw,family_read_index,family_pa,genus,genus_read_raw,genus_read_index,genus_pa,species,species_read_raw,species_read_index,species_pa,terrestrial,holoplankton
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Chrysopetalidae,0,0,0,Paleanotus,0,0,0,Paleanotus bellis,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Bivalvia,86,0.026111381476413533,1,Myida,0,0,0,Myidae,0,0,0,Mya,0,0,0,Mya arenaria,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Leptothecata,26,0.004698539206016104,1,Eirenidae,0,0,0,Eutonina,0,0,0,Eutonina indicans,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Nereididae,15,0.0038411753435795832,1,Platynereis,15,0.0038411753435795832,1,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Euphausiacea,0,0,0,Euphausiidae,0,0,0,Euphausia,0,0,0,Euphausia pacifica,0,0,0,0,1
GH051,Animalia,Nemertea,0,0,0,Hoplonemertea,0,0,0,Monostilifera,0,0,0,Emplectonematidae,0,0,0,Paranemertes,0,0,0,Paranemertes californica,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Maxillopoda,18,0.0038598229543084523,1,Sessilia,18,0.0038598229543084523,1,Balanidae,18,0.004932563300963065,1,Balanus,18,0.004932563300963065,1,Balanus nubilus,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Bivalvia,86,0.026111381476413533,1,Galeommatida,0,0,0,Lasaeidae,0,0,0,Kellia,0,0,0,Kellia suborbicularis,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Bivalvia,86,0.026111381476413533,1,Venerida,0,0,0,Veneridae,0,0,0,Saxidomus,0,0,0,Saxidomus gigantea,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Terebellida,0,0,0,Pectinariidae,0,0,0,Pectinaria,0,0,0,Pectinaria californiensis,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Gastropoda,24,0.01685640224954145,1,Littorinimorpha,0,0,0,Littorinidae,0,0,0,Lacuna,0,0,0,Lacuna variegata,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Eunicida,53,0.17856792384939976,1,Dorvilleidae,53,0.17856792384939976,1,Schistomeringos,53,0.17856792384939976,1,Schistomeringos longicornis,53,0.13380658191754785,1,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Anthoathecata,16,0.006024933279713377,1,Pandeidae,0,0,0,Leuckartiara,0,0,0,Leuckartiara longicalcar,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Maxillopoda,18,0.0038598229543084523,1,Sessilia,18,0.0038598229543084523,1,Archaeobalanidae,0,0,0,Semibalanus,0,0,0,Semibalanus balanoides,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Leptothecata,26,0.004698539206016104,1,Campanulariidae,18,0.003252319083660555,1,Obelia,9,0.10107336804246604,1,Obelia dichotoma,9,0.10448242502418575,1,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Suberitida,0,0,0,Halichondriidae,0,0,0,Halichondria,0,0,0,Halichondria panicea,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Staurozoa,0,0,0,Stauromedusae,0,0,0,Haliclystidae,0,0,0,Haliclystus,0,0,0,Haliclystus sanjuanensis,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Hexanauplia,6188,0.961466749533872,1,Calanoida,6083,0.9451522684897452,1,Clausocalanidae,3237,0.5214190695695246,1,Pseudocalanus,3237,0.5214190695695246,1,Pseudocalanus moultoni,0,0,0,0,1
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Goniadidae,0,0,0,Glycinde,0,0,0,Glycinde picta,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Siphonophorae,0,0,0,Agalmatidae,0,0,0,Nanomia,0,0,0,Nanomia bijuga,0,0,0,0,1
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Anthoathecata,16,0.006024933279713377,1,Proboscidactylidae,0,0,0,Proboscidactyla,0,0,0,Proboscidactyla flavicirrata,0,0,0,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Haplosclerida,0,0,0,Chalinidae,0,0,0,Haliclona,0,0,0,Haliclona xena,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Anthozoa,0,0,0,Actiniaria,0,0,0,Metridiidae,0,0,0,Metridium,0,0,0,Metridium dianthus,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Hexanauplia,6188,0.961466749533872,1,Calanoida,6083,0.9451522684897452,1,Calanidae,0,0,0,Calanus,0,0,0,NA,234,NA,NA,0,1
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Sabellida,0,0,0,Sabellidae,0,0,0,Myxicola,0,0,0,Myxicola aesthetica,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Maxillopoda,18,0.0038598229543084523,1,Pedunculata,0,0,0,Pollicipedidae,0,0,0,Pollicipes,0,0,0,Pollicipes polymerus,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Scyphozoa,0,0,0,Semaeostomeae,0,0,0,Ulmaridae,0,0,0,Aurelia,0,0,0,Aurelia labiata,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Decapoda,0,0,0,Pinnotheridae,0,0,0,Fabia,0,0,0,Fabia subquadrata,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Nereididae,15,0.0038411753435795832,1,Nereis,0,0,0,Nereis vexillosa,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Gastropoda,24,0.01685640224954145,1,Nudibranchia,0,0,0,Myrrhinidae,0,0,0,Hermissenda,0,0,0,Hermissenda crassicornis,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Sigalionidae,0,0,0,Sthenelais,0,0,0,Sthenelais berkeleyi,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Cephalopoda,0,0,0,Octopoda,0,0,0,Enteroctopodidae,0,0,0,Enteroctopus,0,0,0,Enteroctopus dofleini,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Bivalvia,86,0.026111381476413533,1,Cardiida,0,0,0,Tellinidae,0,0,0,Pseudocadella,0,0,0,Pseudocadella nuculoides,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Gastropoda,24,0.01685640224954145,1,Nudibranchia,0,0,0,Tethydidae,0,0,0,Melibe,0,0,0,Melibe leonina,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Eunicida,53,0.17856792384939976,1,Onuphidae,0,0,0,Diopatra,0,0,0,Diopatra ornata,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Syllidae,0,0,0,Syllis,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Clionaida,0,0,0,Clionaidae,0,0,0,Cliona,0,0,0,Cliona chilensis,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Hexanauplia,6188,0.961466749533872,1,Calanoida,6083,0.9451522684897452,1,Paracalanidae,121,0.0822110570838495,1,Paracalanus,121,0.0822110570838495,1,Paracalanus parvus,0,0,0,0,1
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Leptothecata,26,0.004698539206016104,1,Aglaopheniidae,0,0,0,Aglaophenia,0,0,0,Aglaophenia struthionides,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Synallactida,0,0,0,Stichopodidae,0,0,0,Apostichopus,0,0,0,Apostichopus californicus,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Scyphozoa,0,0,0,Semaeostomeae,0,0,0,Ulmaridae,0,0,0,Aurelia,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Hexanauplia,6188,0.961466749533872,1,Harpacticoida,0,0,0,Harpacticidae,0,0,0,Harpacticus,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Decapoda,0,0,0,Varunidae,0,0,0,Hemigrapsus,0,0,0,Hemigrapsus nudus,0,0,0,0,0
GH051,Animalia,Nemertea,0,0,0,Pilidiophora,0,0,0,Heteronemertea,0,0,0,Lineidae,0,0,0,Maculaura,0,0,0,Maculaura alaskensis,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Gastropoda,24,0.01685640224954145,1,Neogastropoda,0,0,0,Columbellidae,0,0,0,Alia,0,0,0,Alia carinata,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Sabellida,0,0,0,Sabellidae,0,0,0,Myxicola,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Decapoda,0,0,0,Paguridae,0,0,0,Pagurus,0,0,0,Pagurus hirsutiusculus,0,0,0,0,0
GH051,Animalia,Ctenophora,0,0,0,Tentaculata,0,0,0,Cydippida,0,0,0,Pleurobrachiidae,0,0,0,Pleurobrachia,0,0,0,NA,234,NA,NA,0,1
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Anthozoa,0,0,0,Actiniaria,0,0,0,Actiniidae,0,0,0,Anthopleura,0,0,0,Anthopleura elegantissima,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Bivalvia,86,0.026111381476413533,1,Cardiida,0,0,0,Cardiidae,0,0,0,Clinocardium,0,0,0,Clinocardium nuttallii,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Gastropoda,24,0.01685640224954145,1,Littorinimorpha,0,0,0,Littorinidae,0,0,0,Littorina,0,0,0,Littorina sitkana,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Insecta,0,0,0,Psocodea,0,0,0,Caeciliusidae,0,0,0,Valenzuela,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Decapoda,0,0,0,Varunidae,0,0,0,Hemigrapsus,0,0,0,Hemigrapsus oregonensis,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Echinoidea,0,0,0,Clypeasteroida,0,0,0,Dendrasteridae,0,0,0,Dendraster,0,0,0,Dendraster excentricus,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Amphipoda,0,0,0,Aoridae,0,0,0,Aoroides,0,0,0,Aoroides intermedius,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Anthoathecata,16,0.006024933279713377,1,Corynidae,16,0.006024933279713377,1,Coryne,0,0,0,Coryne eximia,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Echinoidea,0,0,0,Camarodonta,0,0,0,Strongylocentrotidae,0,0,0,Strongylocentrotus,0,0,0,Strongylocentrotus purpuratus,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Bivalvia,86,0.026111381476413533,1,Cardiida,0,0,0,Tellinidae,0,0,0,Macoma,0,0,0,Macoma nasuta,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Anthoathecata,16,0.006024933279713377,1,Bougainvilliidae,0,0,0,Bougainvillia,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Bivalvia,86,0.026111381476413533,1,Mytilida,86,0.03216216143500171,1,Mytilidae,86,0.03216216143500171,1,Mytilus,86,0.03216216143500171,1,Mytilus californianus,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Asteroidea,0,0,0,Forcipulatida,0,0,0,Asteriidae,0,0,0,Evasterias,0,0,0,Evasterias troschelii,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Hexanauplia,6188,0.961466749533872,1,Harpacticoida,0,0,0,Miraciidae,0,0,0,Amonardia,0,0,0,Amonardia perturbata,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Hesionidae,0,0,0,Oxydromus,0,0,0,Oxydromus pugettensis,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Ophiuroidea,0,0,0,Amphilepidida,0,0,0,Ophiopholidae,0,0,0,Ophiopholis,0,0,0,Ophiopholis aculeata,0,0,0,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Suberitida,0,0,0,Halichondriidae,0,0,0,Hymeniacidon,0,0,0,Hymeniacidon perlevis,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Terebellida,0,0,0,Terebellidae,0,0,0,Neoamphitrite,0,0,0,Neoamphitrite robusta,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Dendrochirotida,0,0,0,Cucumariidae,0,0,0,Cucumaria,0,0,0,Cucumaria curata,0,0,0,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Poecilosclerida,0,0,0,Crambeidae,0,0,0,Crambe,0,0,0,Crambe crambe,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Apodida,0,0,0,Synaptidae,0,0,0,Leptosynapta,0,0,0,Leptosynapta clarki,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Gastropoda,24,0.01685640224954145,1,Littorinimorpha,0,0,0,Littorinidae,0,0,0,Littorina,0,0,0,Littorina scutulata,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Anthozoa,0,0,0,Actiniaria,0,0,0,Halcampidae,0,0,0,Halcampa,0,0,0,Halcampa chrysanthellum,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Dendrochirotida,0,0,0,Cucumariidae,0,0,0,Cucumaria,0,0,0,Cucumaria vegae,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Ophiuroidea,0,0,0,Amphilepidida,0,0,0,Ophiopholidae,0,0,0,Ophiopholis,0,0,0,Ophiopholis kennerlyi,0,0,0,0,0
GH051,Animalia,Echinodermata,0,0,0,Echinoidea,0,0,0,Camarodonta,0,0,0,Strongylocentrotidae,0,0,0,Strongylocentrotus,0,0,0,Strongylocentrotus droebachiensis,0,0,0,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Chondrillida,0,0,0,Halisarcidae,0,0,0,Halisarca,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Decapoda,0,0,0,Epialtidae,0,0,0,Pugettia,0,0,0,Pugettia producta,0,0,0,0,0
GH051,Animalia,Nemertea,0,0,0,Hoplonemertea,0,0,0,Monostilifera,0,0,0,Emplectonematidae,0,0,0,Emplectonema,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Insecta,0,0,0,Diptera,0,0,0,Simuliidae,0,0,0,Simulium,0,0,0,NA,234,NA,NA,1,0
GH051,Animalia,Chordata,0,0,0,Actinopterygii,0,0,0,Perciformes,0,0,0,Stichaeidae,0,0,0,Xiphister,0,0,0,Xiphister mucosus,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Hexanauplia,6188,0.961466749533872,1,Harpacticoida,0,0,0,Tisbidae,0,0,0,Scutellidium,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Platyhelminthes,0,0,0,NA,0,NA,NA,Rhabdocoela,0,0,0,Polycystididae,0,0,0,Polycystis,0,0,0,Polycystis hamata,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Hexanauplia,6188,0.961466749533872,1,Harpacticoida,0,0,0,Tisbidae,0,0,0,Tisbe,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Bryozoa,0,0,0,Gymnolaemata,0,0,0,Cheilostomatida,0,0,0,Calloporidae,0,0,0,Cauloramphus,0,0,0,Cauloramphus tortilis,0,0,0,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Suberitida,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Amphipoda,0,0,0,Caprellidae,0,0,0,Caprella,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Amphipoda,0,0,0,Caprellidae,0,0,0,Caprella,0,0,0,Caprella laeviuscula,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Syllidae,0,0,0,Odontosyllis,0,0,0,Odontosyllis phosphorea,0,0,0,0,0
GH051,Animalia,Porifera,0,0,0,Demospongiae,0,0,0,Haplosclerida,0,0,0,Chalinidae,0,0,0,Haliclona,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Dendrochirotida,0,0,0,Cucumariidae,0,0,0,Cucumaria,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Decapoda,0,0,0,Cancridae,0,0,0,Cancer,0,0,0,Cancer productus,0,0,0,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Anthoathecata,16,0.006024933279713377,1,Pandeidae,0,0,0,Leuckartiara,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Ctenophora,0,0,0,Tentaculata,0,0,0,Cydippida,0,0,0,Pleurobrachiidae,0,0,0,Pleurobrachia,0,0,0,Pleurobrachia bachei,0,0,0,0,1
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Insecta,0,0,0,Coleoptera,0,0,0,Staphylinidae,0,0,0,Liparocephalus,0,0,0,Liparocephalus cordicollis,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Polynoidae,0,0,0,Harmothoe,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Cnidaria,42,0.007055047294413356,1,Hydrozoa,42,0.007582065314620387,1,Anthoathecata,16,0.006024933279713377,1,Corynidae,16,0.006024933279713377,1,Stauridiosarsia,0,0,0,Stauridiosarsia producta,0,0,0,0,0
GH051,Animalia,Annelida,78,0.01761642485158912,1,Polychaeta,78,0.01761642485158912,1,Phyllodocida,25,0.005646290016534975,1,Glyceridae,10,0.01668062649802367,1,Glycera,0,0,0,Glycera robusta,0,0,0,0,0
GH051,Animalia,Arthropoda,6206,0.9642635177128651,1,Malacostraca,0,0,0,Decapoda,0,0,0,Epialtidae,0,0,0,Pugettia,0,0,0,Pugettia richii,0,0,0,0,0
GH051,Animalia,Mollusca,110,0.025277223512479144,1,Gastropoda,24,0.01685640224954145,1,Trochida,24,0.02268086171131541,1,Trochidae,0,0,0,Lirularia,0,0,0,Lirularia succincta,0,0,0,0,0
GH051,Animalia,Bryozoa,0,0,0,Gymnolaemata,0,0,0,Cheilostomatida,0,0,0,Hippothoidae,0,0,0,Celleporella,0,0,0,NA,234,NA,NA,0,0
GH051,Animalia,Echinodermata,0,0,0,Holothuroidea,0,0,0,Dendrochirotida,0,0,0,Phyllophoridae,0,0,0,Pentamera,0,0,0,Pentamera lissoplaca,0,0,0,0,0
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Hexanauplia,1074,0.494475138121547,1,Calanoida,1074,0.09074778200253486,1,Acartiidae,22,0.0018625227009029135,1,Acartia,22,0.0018625227009029135,1,Acartia longiremis,22,0.012443438914027148,1,0,1
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Hexanauplia,1074,0.494475138121547,1,Calanoida,1074,0.09074778200253486,1,Clausocalanidae,1052,0.09215262778977681,1,Pseudocalanus,1052,0.09215262778977681,1,Pseudocalanus mimus,1052,0.5950226244343891,1,0,1
GH052,Animalia,Cnidaria,191,0.017447442649701796,1,Scyphozoa,0,0,0,Semaeostomeae,0,0,0,Phacellophoridae,0,0,0,Phacellophora,0,0,0,Phacellophora camtschatica,0,0,0,0,0
GH052,Animalia,Cnidaria,191,0.017447442649701796,1,Hydrozoa,191,0.10217103965727538,1,Leptothecata,6,5.896421630090601e-4,1,Campanulariidae,6,5.895486726500305e-4,1,Clytia,6,5.989555275047377e-4,1,Clytia gracilis,6,0.004016995123948142,1,0,0
GH052,Animalia,Echinodermata,0,0,0,Echinoidea,0,0,0,Camarodonta,0,0,0,Strongylocentrotidae,0,0,0,Mesocentrotus,0,0,0,Mesocentrotus franciscanus,0,0,0,0,0
GH052,Animalia,Annelida,450,0.05526923581204425,1,Polychaeta,450,0.3011562641968433,1,Phyllodocida,404,0.04961949170681307,1,Nereididae,0,0,0,Platynereis,0,0,0,Platynereis bicanaliculata,0,0,0,0,0
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Hexanauplia,1074,0.494475138121547,1,Calanoida,1074,0.09074778200253486,1,Centropagidae,0,0,0,Centropages,0,0,0,Centropages abdominalis,0,0,0,0,1
GH052,Animalia,Platyhelminthes,9663,0.9486473776542648,1,NA,9663,NA,NA,Dolichomicrostomida,9663,0.9486473776542648,1,Microstomidae,9663,0.9486473776542648,1,Microstomum,9663,0.9486473776542648,1,NA,10067,NA,NA,0,0
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Hexanauplia,1074,0.494475138121547,1,Calanoida,1074,0.09074778200253486,1,Clausocalanidae,1052,0.09215262778977681,1,Pseudocalanus,1052,0.09215262778977681,1,NA,10067,NA,NA,0,1
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Hexanauplia,1074,0.494475138121547,1,Cyclopoida,0,0,0,Corycaeidae,0,0,0,Ditrichocorycaeus,0,0,0,Ditrichocorycaeus anglicus,0,0,0,0,1
GH052,Animalia,Mollusca,430,0.0537344628999622,1,Bivalvia,222,0.1997287515656337,1,Adapedonta,0,0,0,Hiatellidae,0,0,0,Panopea,0,0,0,Panopea generosa,0,0,0,0,0
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Maxillopoda,27,0.017155953407409667,1,Sessilia,27,0.003148519712792041,1,Balanidae,27,0.00402357128073489,1,Balanus,27,0.00402357128073489,1,Balanus crenatus,27,0.017987632512388614,1,0,0
GH052,Animalia,Cnidaria,191,0.017447442649701796,1,Hydrozoa,191,0.10217103965727538,1,Siphonophorae,0,0,0,Diphyidae,0,0,0,Muggiaea,0,0,0,Muggiaea atlantica,0,0,0,0,1
GH052,Animalia,Mollusca,430,0.0537344628999622,1,Bivalvia,222,0.1997287515656337,1,Mytilida,150,0.030506038110600847,1,Mytilidae,150,0.030506038110600847,1,Mytilus,150,0.030506038110600847,1,Mytilus trossulus,150,0.19992262639321465,1,0,0
GH052,Animalia,Annelida,450,0.05526923581204425,1,Polychaeta,450,0.3011562641968433,1,Phyllodocida,404,0.04961949170681307,1,Nereididae,0,0,0,Alitta,0,0,0,NA,10067,NA,NA,0,0
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Hexanauplia,1074,0.494475138121547,1,Cyclopoida,0,0,0,Oithonidae,0,0,0,Oithona,0,0,0,NA,10067,NA,NA,0,1
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Branchiopoda,0,0,0,Diplostraca,0,0,0,Podonidae,0,0,0,Evadne,0,0,0,Evadne nordmanni,0,0,0,0,0
GH052,Animalia,Annelida,450,0.05526923581204425,1,Polychaeta,450,0.3011562641968433,1,Terebellida,0,0,0,Cirratulidae,0,0,0,Dodecaceria,0,0,0,NA,10067,NA,NA,0,0
GH052,Animalia,Annelida,450,0.05526923581204425,1,Polychaeta,450,0.3011562641968433,1,Sabellida,0,0,0,Sabellidae,0,0,0,Chone,0,0,0,NA,10067,NA,NA,0,0
GH052,Animalia,Mollusca,430,0.0537344628999622,1,Gastropoda,208,0.4328856548233991,1,Trochida,0,0,0,Tegulidae,0,0,0,Tegula,0,0,0,Tegula pulligo,0,0,0,0,0
GH052,Animalia,Mollusca,430,0.0537344628999622,1,Bivalvia,222,0.1997287515656337,1,Venerida,24,0.02148567189093944,1,Veneridae,24,0.02148567189093944,1,Humilaria,0,0,0,Humilaria kennerleyi,0,0,0,0,0
GH052,Animalia,Annelida,450,0.05526923581204425,1,Polychaeta,450,0.3011562641968433,1,Terebellida,0,0,0,Terebellidae,0,0,0,Eupolymnia,0,0,0,Eupolymnia heterobranchia,0,0,0,0,0
GH052,Animalia,Mollusca,430,0.0537344628999622,1,Gastropoda,208,0.4328856548233991,1,Cephalaspidea,0,0,0,Haminoeidae,0,0,0,Haminoea,0,0,0,Haminoea vesicula,0,0,0,0,0
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Maxillopoda,27,0.017155953407409667,1,Sessilia,27,0.003148519712792041,1,Chthamalidae,0,0,0,Chthamalus,0,0,0,Chthamalus dalli,0,0,0,0,0
GH052,Animalia,Annelida,450,0.05526923581204425,1,Polychaeta,450,0.3011562641968433,1,Phyllodocida,404,0.04961949170681307,1,Glyceridae,0,0,0,Hemipodia,0,0,0,Hemipodia simplex,0,0,0,0,0
GH052,Animalia,Arthropoda,1101,0.09302915082382764,1,Maxillopoda,27,0.017155953407409667,1,Sessilia,27,0.003148519712792041,1,Chthamalidae,0,0,0,Chthamalus,0,0,0,Chthamalus fragilis,0,0,0,0,0
GH052,Animalia,Annelida,450,0.05526923581204425,1,Polychaeta,450,0.3011562641968433,1,Phyllodocida,404,0.04961949170681307,1,Syllidae,404,0.1427822062667945,1,Typosyllis,404,0.16741949055520527,1,NA,10067,NA,NA,0,0
GH052,Animalia,Cnidaria,191,0.017447442649701796,1,Hydrozoa,191,0.10217103965727538,1,Leptothecata,6,5.896421630090601e-4,1,Aequoreidae,0,0,0,Aequorea,0,0,0,NA,10067,NA,NA,0,0
