sample_id,type,site,habitat,lat,long,date,time_collected,volume,start_filtering,end_filtering,interuption,sample_site,dts_m,long_nsp,lat_nsp,GH001,GH002,GH003,GH004,GH005,GH006,GH007,GH008,GH009,GH010,GH011,GH012,GH013,GH014,GH015,GH016,GH017,GH018,GH046,GH047,GH048,GH061,GH062,GH063,GH058,GH059,GH060,GH070,GH071,GH072,GH073,GH074,GH075,GH082,GH083,GH084,GH085,GH086,GH087,GH097,GH098,GH099,GH100,GH101,GH102,GH103,GH104,GH105,GH115,GH116,GH117,GH118,GH119,GH120,GH121,GH122,GH123,GH019,GH020,GH021,GH022,GH023,GH024,GH025,GH026,GH027,GH037,GH038,GH039,GH040,GH041,GH042,GH043,GH044,GH045,GH049,GH050,GH051,GH052,GH053,GH054,GH055,GH056,GH057,GH064,GH065,GH066,GH067,GH068,GH069,GH076,GH077,GH078,GH079,GH080,GH081,GH088,GH089,GH090,GH091,GH092,GH093,GH094,GH095,GH096,GH106,GH107,GH108,GH109,GH110,GH111,GH112,GH113,GH114,GH028,GH029,GH030,GH031,GH032,GH033,GH034,GH035,coast_face
GH118,Offshore,point 18,Pelagic,54.20674983,-133.26670633,2019-07-04,12:52:00,1000,13:05,14:51,,point 18 - Pelagic,10622.483555906465,-133.12142512791095,54.16377638568606,634.0214280248033,635.0214280248033,635.0214280248033,573.3818177180149,573.3818177180149,573.3818177180149,547.1391770308962,547.1391770308962,547.1391770308962,506.8254685319127,506.8254685319127,506.8254685319127,256.04163056034264,256.04163056034264,256.04163056034264,275.2842712474618,273.8700576850887,273.8700576850887,337.5340546095174,337.5340546095174,337.5340546095174,334.57568516985947,334.57568516985947,334.9898987322326,351.5462479183364,351.5462479183364,351.5462479183364,311.14927829866696,311.14927829866696,311.14927829866696,290.97770542341357,290.97770542341357,290.97770542341357,247.27922061357904,247.27922061357904,249.10764773832523,300.84062043356556,214.3675323681474,214.3675323681474,153.49747468305847,153.49747468305847,153.49747468305847,118.72792206135784,118.72792206135784,118.72792206135784,75.3137084989848,75.3137084989848,75.3137084989848,46.07106781186551,46.07106781186551,46.07106781186551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,west
GH119,Offshore,point 18,Pelagic,54.20603104,-133.26833971,2019-07-04,12:54:00,1000,13:05,14:51,,point 18 - Pelagic,10682.409721745791,-133.12142512791095,54.16377638568606,634.0214280248033,635.0214280248033,635.0214280248033,573.3818177180149,573.3818177180149,573.3818177180149,547.1391770308962,547.1391770308962,547.1391770308962,506.8254685319127,506.8254685319127,506.8254685319127,256.04163056034264,256.04163056034264,256.04163056034264,275.2842712474618,273.8700576850887,273.8700576850887,337.5340546095174,337.5340546095174,337.5340546095174,334.57568516985947,334.57568516985947,334.9898987322326,351.5462479183364,351.5462479183364,351.5462479183364,311.14927829866696,311.14927829866696,311.14927829866696,290.97770542341357,290.97770542341357,290.97770542341357,247.27922061357904,247.27922061357904,249.10764773832523,300.84062043356556,214.3675323681474,214.3675323681474,153.49747468305847,153.49747468305847,153.49747468305847,118.72792206135784,118.72792206135784,118.72792206135784,75.3137084989848,75.3137084989848,75.3137084989848,46.07106781186551,46.07106781186551,46.07106781186551,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,west
GH120,Offshore,point 18,Pelagic,54.20526842,-133.26964854,2019-07-04,12:55:00,1000,13:05,14:51,,point 18 - Pelagic,10722.439300599142,-133.12142512791095,54.16377638568606,634.0214280248033,635.0214280248033,635.0214280248033,573.3818177180149,573.3818177180149,573.3818177180149,547.1391770308962,547.1391770308962,547.1391770308962,506.8254685319127,506.8254685319127,506.8254685319127,256.04163056034264,256.04163056034264,256.04163056034264,275.2842712474618,273.8700576850887,273.8700576850887,337.5340546095174,337.5340546095174,337.5340546095174,334.57568516985947,334.57568516985947,334.9898987322326,351.5462479183364,351.5462479183364,351.5462479183364,311.14927829866696,311.14927829866696,311.14927829866696,290.97770542341357,290.97770542341357,290.97770542341357,247.27922061357904,247.27922061357904,249.10764773832523,300.84062043356556,214.3675323681474,214.3675323681474,153.49747468305847,153.49747468305847,153.49747468305847,118.72792206135784,118.72792206135784,118.72792206135784,75.3137084989848,75.3137084989848,75.3137084989848,46.07106781186551,46.07106781186551,46.07106781186551,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,west
GH121,Offshore,point 19,Pelagic,54.243207,-132.509309,2019-07-04,15:38:00,1000,15:50,17:27,,point 19 - Pelagic,13389.017782554984,-132.6521922841426,54.15688748717325,584.0214280248042,585.0214280248042,585.0214280248042,523.3818177180159,523.3818177180159,523.3818177180159,497.13917703089714,497.13917703089714,497.13917703089714,456.8254685319137,456.8254685319137,456.8254685319137,206.0416305603426,206.0416305603426,206.0416305603426,225.28427124746187,223.87005768508877,223.87005768508877,302.9238815542506,302.9238815542506,302.9238815542506,337.29646455628114,337.29646455628114,338.29646455628114,354.85281374238497,354.85281374238497,354.85281374238497,335.85281374238497,335.85281374238497,335.85281374238497,318.71067811865424,318.71067811865424,318.71067811865424,285.6639969244288,285.6639969244288,287.49242404917504,250.840620433566,252.75230867899768,252.75230867899768,191.88225099390874,191.88225099390874,191.88225099390874,157.1126983722081,157.1126983722081,157.1126983722081,117.01219330881979,117.01219330881979,117.01219330881979,87.76955262170048,87.76955262170048,87.76955262170048,54.14213562373094,54.14213562373094,54.14213562373094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,west
GH122,Offshore,point 19,Pelagic,54.243158,-132.509128,2019-07-04,15:40:00,1000,15:50,17:27,,point 19 - Pelagic,13393.339833816146,-132.6521922841426,54.15688748717325,584.0214280248042,585.0214280248042,585.0214280248042,523.3818177180159,523.3818177180159,523.3818177180159,497.13917703089714,497.13917703089714,497.13917703089714,456.8254685319137,456.8254685319137,456.8254685319137,206.0416305603426,206.0416305603426,206.0416305603426,225.28427124746187,223.87005768508877,223.87005768508877,302.9238815542506,302.9238815542506,302.9238815542506,337.29646455628114,337.29646455628114,338.29646455628114,354.85281374238497,354.85281374238497,354.85281374238497,335.85281374238497,335.85281374238497,335.85281374238497,318.71067811865424,318.71067811865424,318.71067811865424,285.6639969244288,285.6639969244288,287.49242404917504,250.840620433566,252.75230867899768,252.75230867899768,191.88225099390874,191.88225099390874,191.88225099390874,157.1126983722081,157.1126983722081,157.1126983722081,117.01219330881979,117.01219330881979,117.01219330881979,87.76955262170048,87.76955262170048,87.76955262170048,54.14213562373094,54.14213562373094,54.14213562373094,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,west
GH123,Offshore,point 19,Pelagic,54.243065,-132.508545,2019-07-04,15:41:00,1000,15:50,17:27,,point 19 - Pelagic,13412.492300253503,-132.6521922841426,54.15688748717325,583.6072144624311,584.6072144624311,584.6072144624311,522.9676041556428,522.9676041556428,522.9676041556428,496.72496346852415,496.72496346852415,496.72496346852415,456.41125496954066,456.41125496954066,456.41125496954066,205.6274169979695,205.6274169979695,205.6274169979695,224.8700576850888,223.45584412271572,223.45584412271572,302.5096679918775,302.5096679918775,302.5096679918775,336.88225099390814,336.88225099390814,337.88225099390814,354.43860018001186,354.43860018001186,354.43860018001186,335.43860018001186,335.43860018001186,335.43860018001186,318.2964645562812,318.2964645562812,318.2964645562812,285.2497833620557,285.2497833620557,287.0782104868019,250.42640687119294,252.33809511662452,252.33809511662452,191.4680374315356,191.4680374315356,191.4680374315356,156.698484809835,156.698484809835,156.698484809835,116.59797974644668,116.59797974644668,116.59797974644668,87.35533905932738,87.35533905932738,87.35533905932738,53.727922061357845,53.727922061357845,53.727922061357845,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,west
GH124,Offshore,point 20,Pelagic,NA,NA,2019-07-04,17:30:00,1000,17:46,19:07,,point 20 - Pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH125,Offshore,point 20,Pelagic,NA,NA,2019-07-04,17:32:00,1000,17:46,19:07,,point 20 - Pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH126,Offshore,point 20,Pelagic,NA,NA,2019-07-04,17:34:00,1000,17:46,19:07,,point 20 - Pelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GH019,Nearshore,Ramsay Anchorage,Seagrass,52.57179433,-131.39610593,2019-06-25,16:17:00,1000,20:11,22:20,,Ramsay Anchorage - Seagrass,166.2195560941677,-131.39626619447824,52.573284864779346,500375.76911934494,500376.1833329073,500376.1833329073,500313.3721497254,500313.3721497254,500313.3721497254,500300.0168106662,500300.0168106662,500300.0168106662,500283.7203461101,500283.7203461101,500283.7203461101,500034.5,500034.5,500034.5,500017.7426406871,500018.32842712477,500018.32842712477,500067.13961030665,500067.13961030665,500067.13961030665,500099.75483399583,500099.75483399583,500100.75483399583,500117.3111831819,500117.3111831819,500117.3111831819,500098.3111831819,500098.3111831819,500098.3111831819,500081.1690475582,500081.1690475582,500081.1690475582,500122.2817459303,500122.2817459303,500121.2817459303,500017.3994949366,500159.29393923905,500159.29393923905,500216.06349186064,500216.06349186064,500216.06349186064,500250.8330444822,500250.8330444822,500250.8330444822,500300.8746750425,500300.8746750425,500300.8746750425,500324.1690475582,500324.1690475582,500324.1690475582,500290.54163056024,500290.54163056024,500290.54163056024,500240.5416305603,500240.5416305603,500240.1274169979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH020,Nearshore,Ramsay Anchorage,Seagrass,52.57160288,-131.396175,2019-06-25,16:18:00,1000,20:11,22:10,,Ramsay Anchorage - Seagrass,165.54326109047,-131.39396105904552,52.57096971133832,500375.76911934494,500376.1833329073,500376.1833329073,500313.3721497254,500313.3721497254,500313.3721497254,500300.0168106662,500300.0168106662,500300.0168106662,500283.7203461101,500283.7203461101,500283.7203461101,500034.5,500034.5,500034.5,500017.7426406871,500018.32842712477,500018.32842712477,500067.13961030665,500067.13961030665,500067.13961030665,500099.75483399583,500099.75483399583,500100.75483399583,500117.3111831819,500117.3111831819,500117.3111831819,500098.3111831819,500098.3111831819,500098.3111831819,500081.1690475582,500081.1690475582,500081.1690475582,500122.2817459303,500122.2817459303,500121.2817459303,500017.3994949366,500159.29393923905,500159.29393923905,500216.06349186064,500216.06349186064,500216.06349186064,500250.8330444822,500250.8330444822,500250.8330444822,500300.8746750425,500300.8746750425,500300.8746750425,500324.1690475582,500324.1690475582,500324.1690475582,500290.54163056024,500290.54163056024,500290.54163056024,500240.5416305603,500240.5416305603,500240.1274169979,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH021,Nearshore,Ramsay Anchorage,Seagrass,52.57144765,-131.39619009,2019-06-25,16:20:00,1000,20:11,22:25,,Ramsay Anchorage - Seagrass,158.38353543190365,-131.39424899390323,52.570655779636155,500375.76911934494,500376.1833329073,500376.1833329073,500313.3721497254,500313.3721497254,500313.3721497254,500300.0168106662,500300.0168106662,500300.0168106662,500283.7203461101,500283.7203461101,500283.7203461101,500034.5,500034.5,500034.5,500017.7426406871,500018.32842712477,500018.32842712477,500067.13961030665,500067.13961030665,500067.13961030665,500099.75483399583,500099.75483399583,500100.75483399583,500117.3111831819,500117.3111831819,500117.3111831819,500098.3111831819,500098.3111831819,500098.3111831819,500081.1690475582,500081.1690475582,500081.1690475582,500122.2817459303,500122.2817459303,500121.2817459303,500017.3994949366,500159.29393923905,500159.29393923905,500216.06349186064,500216.06349186064,500216.06349186064,500250.8330444822,500250.8330444822,500250.8330444822,500300.8746750425,500300.8746750425,500300.8746750425,500324.1690475582,500324.1690475582,500324.1690475582,500290.54163056024,500290.54163056024,500290.54163056024,500240.5416305603,500240.5416305603,500240.1274169979,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH022,Nearshore,Ramsay Anchorage,Kelp,52.57419784,-131.39812748,2019-06-25,16:26:00,1000,19:58,22:00,,Ramsay Anchorage - Kelp,28.859268708001377,-131.3984656405341,52.574355873157295,375.26911934581057,375.6833329081837,375.6833329081837,312.87214972614163,312.87214972614163,312.87214972614163,299.5168106668144,299.5168106668144,299.5168106668144,283.220346110533,283.220346110533,283.220346110533,34,34,34,17.242640687119284,17.828427124746188,17.828427124746188,66.63961030678924,66.63961030678924,66.63961030678924,99.254833995939,99.254833995939,100.254833995939,116.81118318204305,116.81118318204305,116.81118318204305,97.81118318204314,97.81118318204314,97.81118318204314,80.66904755831213,80.66904755831213,80.66904755831213,121.78174593052036,121.78174593052036,120.78174593052034,16.899494936611667,158.7939392393403,158.7939392393403,215.5634918610409,215.5634918610409,215.5634918610409,250.3330444827415,250.3330444827415,250.3330444827415,300.3746750430835,300.3746750430835,300.3746750430835,323.66904755831166,323.66904755831166,323.66904755831166,290.0416305603424,290.0416305603424,290.0416305603424,240.0416305603427,240.0416305603427,239.6274169979696,500000.5,500000.5,500000.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH023,Nearshore,Ramsay Anchorage,Kelp,52.57417479,-131.39803008,2019-06-25,16:28:00,1000,19:58,22:01,,Ramsay Anchorage - Kelp,35.64746172950313,-131.39844711121464,52.574370525211556,375.26911934581057,375.6833329081837,375.6833329081837,312.87214972614163,312.87214972614163,312.87214972614163,299.5168106668144,299.5168106668144,299.5168106668144,283.220346110533,283.220346110533,283.220346110533,34,34,34,17.242640687119284,17.828427124746188,17.828427124746188,66.63961030678924,66.63961030678924,66.63961030678924,99.254833995939,99.254833995939,100.254833995939,116.81118318204305,116.81118318204305,116.81118318204305,97.81118318204314,97.81118318204314,97.81118318204314,80.66904755831213,80.66904755831213,80.66904755831213,121.78174593052036,121.78174593052036,120.78174593052034,16.899494936611667,158.7939392393403,158.7939392393403,215.5634918610409,215.5634918610409,215.5634918610409,250.3330444827415,250.3330444827415,250.3330444827415,300.3746750430835,300.3746750430835,300.3746750430835,323.66904755831166,323.66904755831166,323.66904755831166,290.0416305603424,290.0416305603424,290.0416305603424,240.0416305603427,240.0416305603427,239.6274169979696,500000.5,500000.5,500000.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH024,Nearshore,Ramsay Anchorage,Kelp,52.57405652,-131.39785641,2019-06-25,16:31:00,1000,19:58,22:00,,Ramsay Anchorage - Kelp,53.06239364123055,-131.3984656405341,52.574355873157295,375.26911934581057,375.6833329081837,375.6833329081837,312.87214972614163,312.87214972614163,312.87214972614163,299.5168106668144,299.5168106668144,299.5168106668144,283.220346110533,283.220346110533,283.220346110533,34,34,34,17.242640687119284,17.828427124746188,17.828427124746188,66.63961030678924,66.63961030678924,66.63961030678924,99.254833995939,99.254833995939,100.254833995939,116.81118318204305,116.81118318204305,116.81118318204305,97.81118318204314,97.81118318204314,97.81118318204314,80.66904755831213,80.66904755831213,80.66904755831213,121.78174593052036,121.78174593052036,120.78174593052034,16.899494936611667,158.7939392393403,158.7939392393403,215.5634918610409,215.5634918610409,215.5634918610409,250.3330444827415,250.3330444827415,250.3330444827415,300.3746750430835,300.3746750430835,300.3746750430835,323.66904755831166,323.66904755831166,323.66904755831166,290.0416305603424,290.0416305603424,290.0416305603424,240.0416305603427,240.0416305603427,239.6274169979696,500000.5,500000.5,500000.5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH025,Nearshore,Ramsay Anchorage,Unvegetated,52.5735139,-131.40025028,2019-06-25,16:35:00,1000,19:45,21:25,,Ramsay Anchorage - Rocky,33.868459108923666,-131.40061356917548,52.573304569110704,376.2691193458105,376.6833329081837,376.6833329081837,313.8721497261416,313.8721497261416,313.8721497261416,300.51681066681437,300.51681066681437,300.51681066681437,284.220346110533,284.220346110533,284.220346110533,34.41421356237309,34.41421356237309,34.41421356237309,17.656854249492376,18.242640687119287,18.242640687119287,67.63961030678924,67.63961030678924,67.63961030678924,100.254833995939,100.254833995939,101.254833995939,117.81118318204305,117.81118318204305,117.81118318204305,98.81118318204314,98.81118318204314,98.81118318204314,81.66904755831213,81.66904755831213,81.66904755831213,122.78174593052036,122.78174593052036,121.78174593052036,17.899494936611664,159.7939392393403,159.7939392393403,216.56349186104092,216.56349186104092,216.56349186104092,251.3330444827415,251.3330444827415,251.3330444827415,301.3746750430835,301.3746750430835,301.3746750430835,323.25483399593855,323.25483399593855,323.25483399593855,289.6274169979694,289.6274169979694,289.6274169979694,239.62741699796962,239.62741699796962,239.2132034355965,500001.5,500001.5,500001.5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH026,Nearshore,Ramsay Anchorage,Unvegetated,52.57309348,-131.40015607,2019-06-25,16:37:00,1000,19:45,21:25,,Ramsay Anchorage - Rocky,12.767446099045944,-131.4003303977947,52.57304955153796,376.2691193458105,376.6833329081837,376.6833329081837,313.8721497261416,313.8721497261416,313.8721497261416,300.51681066681437,300.51681066681437,300.51681066681437,284.220346110533,284.220346110533,284.220346110533,34.41421356237309,34.41421356237309,34.41421356237309,17.656854249492376,18.242640687119287,18.242640687119287,67.63961030678924,67.63961030678924,67.63961030678924,100.254833995939,100.254833995939,101.254833995939,117.81118318204305,117.81118318204305,117.81118318204305,98.81118318204314,98.81118318204314,98.81118318204314,81.66904755831213,81.66904755831213,81.66904755831213,122.78174593052036,122.78174593052036,121.78174593052036,17.899494936611664,159.7939392393403,159.7939392393403,216.56349186104092,216.56349186104092,216.56349186104092,251.3330444827415,251.3330444827415,251.3330444827415,301.3746750430835,301.3746750430835,301.3746750430835,323.25483399593855,323.25483399593855,323.25483399593855,289.6274169979694,289.6274169979694,289.6274169979694,239.62741699796962,239.62741699796962,239.2132034355965,500001.5,500001.5,500001.5,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH027,Nearshore,Ramsay Anchorage,Unvegetated,52.57292408,-131.39993219,2019-06-25,16:39:00,1000,19:45,21:25,,Ramsay Anchorage - Rocky,19.649749224792735,-131.40020401730547,52.572861897717445,376.2691193458105,376.6833329081837,376.6833329081837,313.8721497261416,313.8721497261416,313.8721497261416,300.51681066681437,300.51681066681437,300.51681066681437,284.220346110533,284.220346110533,284.220346110533,34.41421356237309,34.41421356237309,34.41421356237309,17.656854249492376,18.242640687119287,18.242640687119287,67.63961030678924,67.63961030678924,67.63961030678924,100.254833995939,100.254833995939,101.254833995939,117.81118318204305,117.81118318204305,117.81118318204305,98.81118318204314,98.81118318204314,98.81118318204314,81.66904755831213,81.66904755831213,81.66904755831213,122.78174593052036,122.78174593052036,121.78174593052036,17.899494936611664,159.7939392393403,159.7939392393403,216.56349186104092,216.56349186104092,216.56349186104092,251.3330444827415,251.3330444827415,251.3330444827415,301.3746750430835,301.3746750430835,301.3746750430835,323.25483399593855,323.25483399593855,323.25483399593855,289.6274169979694,289.6274169979694,289.6274169979694,239.62741699796962,239.62741699796962,239.2132034355965,500001.5,500001.5,500001.5,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
GH037,Nearshore,Section Cove,Seagrass,52.41769957,-131.36356018,2019-06-27,14:07:00,1000,15:36,17:48,,Section Cove - Seagrass,57.22422925399914,-131.36438449630296,52.417597424618165,500369.3843430341,500369.7985565965,500369.7985565965,500306.9873734146,500306.9873734146,500306.9873734146,500293.6320343554,500293.6320343554,500293.6320343554,500277.3355697993,500277.3355697993,500277.3355697993,500053.57106781186,500053.57106781186,500053.57106781186,500034.32842712477,500035.7426406871,500035.7426406871,500060.75483399583,500060.75483399583,500060.75483399583,500088.68376618397,500088.68376618397,500089.68376618397,500106.24011537,500106.24011537,500106.24011537,500087.24011537,500087.24011537,500087.24011537,500070.0979797463,500070.0979797463,500070.0979797463,500111.21067811846,500111.21067811846,500110.21067811846,500018.4705627484,500148.22287142713,500148.22287142713,500204.9924240488,500204.9924240488,500204.9924240488,500239.76197667036,500239.76197667036,500239.76197667036,500289.80360723066,500289.80360723066,500289.80360723066,500316.56096654356,500316.56096654356,500316.56096654356,500309.6126983721,500309.6126983721,500309.6126983721,500259.6126983721,500259.6126983721,500259.1984848098,1000022.0710678118,1000022.0710678118,1000022.0710678118,500021.57106781186,500021.57106781186,500021.57106781186,500021.3994949366,500021.3994949366,500021.3994949366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,east
